% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3623 +5.486665350e+003 +5.486665350e+003 +4.865555350e+003 +4.865555350e+003 -8.5504e-001 +3.9817e+000 +3.3377e-001 -3.8330e+000 -7.0635e-001 -2.1970e+000 +1.4547e+000 -7.8263e-001 +9.7520e-001 -2.7023e-001
3869 +2.800566139e+003 +2.800566139e+003 +2.179456139e+003 +2.179456139e+003 -8.7561e-001 +3.9739e+000 +2.8574e-001 -3.9160e+000 -7.1692e-001 -2.2117e+000 +1.4490e+000 -7.5230e-001 +1.0107e+000 -2.6914e-001
3982 +2.002320946e+003 +2.002320946e+003 +1.381210946e+003 +1.381210946e+003 -8.5397e-001 +3.9705e+000 +3.2078e-001 -3.9012e+000 -7.4254e-001 -2.2078e+000 +1.4512e+000 -7.2904e-001 +9.7040e-001 -2.7679e-001
4142 +1.371166254e+003 +1.371166254e+003 +7.500562541e+002 +7.500562541e+002 -8.3931e-001 +3.9729e+000 +3.2694e-001 -3.8715e+000 -7.4254e-001 -2.2286e+000 +1.4274e+000 -7.3379e-001 +9.9884e-001 -2.8142e-001
4512 +8.608770970e+002 +8.608770970e+002 +2.397670970e+002 +2.397670970e+002 -8.6991e-001 +3.9680e+000 +3.0154e-001 -3.8717e+000 -7.1098e-001 -2.2109e+000 +1.4378e+000 -7.4537e-001 +1.0220e+000 -2.8670e-001
4676 +5.136322622e+002 +5.136322622e+002 -1.074777378e+002 -1.074777378e+002 -8.4027e-001 +3.9632e+000 +3.1084e-001 -3.8746e+000 -7.1147e-001 -2.2104e+000 +1.4418e+000 -7.4551e-001 +1.0052e+000 -2.7183e-001
4750 +3.711597969e+002 +3.711597969e+002 -2.499502031e+002 -2.499502031e+002 -8.5741e-001 +3.9754e+000 +2.9493e-001 -3.8624e+000 -6.7171e-001 -2.1954e+000 +1.4351e+000 -7.4073e-001 +1.0482e+000 -2.9515e-001
4909 +1.898867327e+002 +1.898867327e+002 -4.312232673e+002 -4.312232673e+002 -8.4632e-001 +3.9780e+000 +3.1226e-001 -3.8757e+000 -7.1208e-001 -2.2205e+000 +1.4497e+000 -7.4764e-001 +1.0183e+000 -2.8092e-001
5436 +1.407753813e+002 +1.407753813e+002 -4.803346187e+002 -4.803346187e+002 -8.4896e-001 +3.9691e+000 +3.2465e-001 -3.8818e+000 -7.2858e-001 -2.2168e+000 +1.4528e+000 -7.5799e-001 +1.0026e+000 -2.8517e-001
5519 +6.796318625e+001 +6.796318625e+001 -5.531468138e+002 -5.531468138e+002 -8.4978e-001 +3.9753e+000 +3.1752e-001 -3.8876e+000 -7.2152e-001 -2.2144e+000 +1.4525e+000 -7.5695e-001 +1.0059e+000 -2.8331e-001
5782 +3.690199140e+001 +3.690199140e+001 -5.842080086e+002 -5.842080086e+002 -8.4819e-001 +3.9727e+000 +3.1005e-001 -3.8827e+000 -7.0716e-001 -2.2090e+000 +1.4485e+000 -7.5372e-001 +1.0201e+000 -2.8739e-001
6233 +1.571292524e+001 +1.571292524e+001 -6.053970748e+002 -6.053970748e+002 -8.4518e-001 +3.9749e+000 +3.1914e-001 -3.8826e+000 -7.1986e-001 -2.2149e+000 +1.4496e+000 -7.5438e-001 +1.0124e+000 -2.8213e-001
6426 +9.883141232e+000 +9.883141232e+000 -6.112268588e+002 -6.112268588e+002 -8.4578e-001 +3.9746e+000 +3.1596e-001 -3.8848e+000 -7.1525e-001 -2.2130e+000 +1.4507e+000 -7.5300e-001 +1.0131e+000 -2.8595e-001
6665 +5.413627189e+000 +5.413627189e+000 -6.156963728e+002 -6.156963728e+002 -8.4647e-001 +3.9757e+000 +3.1570e-001 -3.8829e+000 -7.1469e-001 -2.2120e+000 +1.4507e+000 -7.5211e-001 +1.0123e+000 -2.8470e-001
6907 +3.543056066e+000 +3.543056066e+000 -6.175669439e+002 -6.175669439e+002 -8.4546e-001 +3.9763e+000 +3.1683e-001 -3.8827e+000 -7.1644e-001 -2.2132e+000 +1.4504e+000 -7.5292e-001 +1.0139e+000 -2.8414e-001
7237 +2.349361839e+000 +2.349361839e+000 -6.187606382e+002 -6.187606382e+002 -8.4567e-001 +3.9763e+000 +3.1610e-001 -3.8827e+000 -7.1499e-001 -2.2119e+000 +1.4502e+000 -7.5338e-001 +1.0125e+000 -2.8488e-001
7267 +1.300331944e+000 +1.300331944e+000 -6.198096681e+002 -6.198096681e+002 -8.4538e-001 +3.9756e+000 +3.1478e-001 -3.8827e+000 -7.1527e-001 -2.2124e+000 +1.4496e+000 -7.5297e-001 +1.0128e+000 -2.8484e-001
7431 +5.490931900e-001 +5.490931900e-001 -6.205609068e+002 -6.205609068e+002 -8.4522e-001 +3.9763e+000 +3.1553e-001 -3.8831e+000 -7.1529e-001 -2.2121e+000 +1.4499e+000 -7.5306e-001 +1.0133e+000 -2.8487e-001
7874 +3.482483968e-001 +3.482483968e-001 -6.207617516e+002 -6.207617516e+002 -8.4503e-001 +3.9763e+000 +3.1469e-001 -3.8824e+000 -7.1477e-001 -2.2116e+000 +1.4497e+000 -7.5229e-001 +1.0136e+000 -2.8516e-001
7956 +1.649390379e-001 +1.649390379e-001 -6.209450610e+002 -6.209450610e+002 -8.4496e-001 +3.9764e+000 +3.1464e-001 -3.8825e+000 -7.1476e-001 -2.2116e+000 +1.4495e+000 -7.5246e-001 +1.0135e+000 -2.8495e-001
8148 +1.219576993e-001 +1.219576993e-001 -6.209880423e+002 -6.209880423e+002 -8.4496e-001 +3.9763e+000 +3.1464e-001 -3.8823e+000 -7.1452e-001 -2.2115e+000 +1.4494e+000 -7.5257e-001 +1.0136e+000 -2.8491e-001
9308 +9.584248823e-002 +9.584248823e-002 -6.210141575e+002 -6.210141575e+002 -8.4517e-001 +3.9763e+000 +3.1470e-001 -3.8823e+000 -7.1452e-001 -2.2115e+000 +1.4494e+000 -7.5258e-001 +1.0137e+000 -2.8491e-001
